行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
北區,臺中市北區尚德街１１６號,全,透天厝,住家用,14,0,14,無,7000,,含增建或未登記建物；,分租套房,無,無,冷氣、熱水器、電視機、冰箱
北區,臺中市北區尚德街１１６號,全,透天厝,住家用,14,0,14,無,7000,,含增建或未登記建物；,分租套房,無,無,冷氣、熱水器、電視機、冰箱
北屯區,臺中市北屯區太原路三段３８５號五樓之６,五層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,25000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北屯區,臺中市北屯區水景街６９號４樓之５,四層,華廈(10層含以下有電梯),集合住宅,2,2,2,有,22800,,此為國家住宅及都市更新中心社會住宅包租代管計畫之物件。管理費2700元由出租人負擔。多人共同承租2；未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區文心路四段８２１號２３樓之２,二十三層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,7500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西屯區,臺中市西屯區西墩南一巷１５號,全,透天厝,門廳、停車空間、門廊、旅館、辦公室、樓梯間,8,1,8,有,160000,,租金總額含稅；,,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
西屯區,臺中市西屯區寧漢三街２４巷１號四樓之８,四層,華廈(10層含以下有電梯),住家用,1,1,1,無,13000,,多人共同承租2；,獨立套房,無,有,
西屯區,臺中市西屯區工業區一路５８巷１１弄６號五樓之４９,五層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,7500,,租金總額含管理費；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區南屯路二段４２０號四樓之５,四層,住宅大樓(11層含以上有電梯),住家用,3,2,2,無,26000,坡道機械,多人共同承租3；租金總額含管理費；含增建或未登記建物；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西屯區,臺中市西屯區至善路１０１巷２８號八樓之５,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,11000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區南陽路２３１號,全,透天厝,人行道、店舖、住宅、樓梯間,10,2,9,有,14400,,多人共同承租2；,分租套房,無,有,冷氣、熱水器、電視機、冰箱
梧棲區,臺中市梧棲區中央路一段３８６之９號,全,透天厝,停車空間、住宅,4,1,3,無,24000,,多人共同承租2；,整棟(戶)出租,有,無,冷氣、熱水器
太平區,臺中市太平區中山路一段２９７巷２２號,全,透天厝,住宅、停車空間、樓梯間,39,0,39,有,7600,,續租案件；,分租套房,無,有,冷氣、熱水器、洗衣機、冰箱
東區,臺中市東區建成路６１８號二樓,全,透天厝,住宅,1,3,2,無,4000,,含增建或未登記建物；,分層出租,無,無,
西區,臺中市西區忠明南路１１２號１５樓之１１,十五層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,35000,,租金總額含管理費；其他所得稅、二代健保費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區大誠街２９號７樓之３,七層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,9500,,續租案件；,獨立套房,無,有,冷氣、熱水器、洗衣機、冰箱
中區,臺中市中區自由路二段１３５號六樓之３,六層,住宅大樓(11層含以上有電梯),商業用,1,1,1,有,12500,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區工學北路７１巷１０號１７樓之１,十七層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,22300,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、瓦斯或天然氣
西區,臺中市西區精美街５９號,全,透天厝,住商用,6,6,6,有,13000,,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
北區,臺中市北區梅亭街５７２巷２號,一層,公寓(5樓含以下無電梯),住家用,2,1,1,有,17000,,,整棟(戶)出租,無,無,冷氣、熱水器、冰箱
北區,臺中市北區忠明路５０２之７號１０樓之１,十層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,12000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區東成三街２９６號四樓之２１,四層,華廈(10層含以下有電梯),集合住宅,2,1,2,有,17000,坡道平面,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、冰箱
北區,臺中市北區梅川東路三段６２巷２１號,全,透天厝,住家用,9,1,9,有,9800,,租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
北屯區,臺中市北屯區柳陽西街９２巷２６號,一層,住宅大樓(11層含以上有電梯),商業用,1,0,1,有,9000,,社會住宅包租代管案件租金市價打9折。多人共同承租2；,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
北區,臺中市北區中山路３７１號８樓之５,八層,華廈(10層含以下有電梯),住家用,1,1,1,有,10200,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區松竹路二段２４５號９樓,九層,住宅大樓(11層含以上有電梯),住家用,2,2,1,無,16000,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
北屯區,竹興段23地號,,其他,,0,0,0,無,206900,,租金總額含稅；,,,,
西屯區,臺中市西屯區逢甲路２１號四樓之１４,四層,華廈(10層含以下有電梯),住家用,1,0,1,有,6000,,社會住宅包租代管案件租金市價打9折。多人共同承租2；,獨立套房,無,有,冷氣、熱水器、網路
西屯區,臺中市西屯區四川三街２９號,全,透天厝,住商用,29,2,31,有,11300,,租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,12500,,租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,15500,,租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,15000,,租金總額含水費；網路費；含增建或未登記建物；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
清水區,臺中市清水區大勇路１２６號四樓之７,四層,住宅大樓(11層含以上有電梯),集合住宅,2,1,1,有,15650,坡道平面,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
梧棲區,臺中市梧棲區四維中路８之２號四樓之３,四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,14284,,管理費1716元未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區三榮十五路３８號七樓之１,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,27000,坡道平面,建物謄本共計2個車位，建物登記含有2個車位面積，僅租賃謄本其中一個車位續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
龍井區,臺中市龍井區遠東街２０９巷３６號２樓之２,二層,華廈(10層含以下有電梯),住家用,1,0,1,有,5000,,社會住宅包租代管案件租金市價打9折。,獨立套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
龍井區,臺中市龍井區新興路５９巷１號六樓之六,六層,華廈(10層含以下有電梯),住家用,1,1,1,有,6000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視
西區,臺中市西區大忠南街７３號１０樓之１,十層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,24000,坡道平面,多人共同承租3；,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
南區,臺中市南區合作街３０８之２號,三層,公寓(5樓含以下無電梯),住家用,4,2,2,有,16000,,社會住宅包租代管案件租金市價打9折。,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南區,臺中市南區學府路１４６巷１５號７樓之１７,七層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。續租案件；,獨立套房,有,有,冷氣、熱水器、冰箱
北區,臺中市北區英士路１０６巷１１之３號４樓,四層,公寓(5樓含以下無電梯),住家用,3,2,2,無,16800,,有門牌整編，地址是新的，謄本資料是舊的門牌多人共同承租2；,整棟(戶)出租,無,無,
北屯區,臺中市北屯區信平路１３０號二樓之１２,二層,華廈(10層含以下有電梯),集合住宅,2,2,1,有,15000,,社會住宅包租代管案件租金市價打8折。此租約訂定金額不含管理費，費用為承租人另行支付。未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區北屯路４９號９樓之１３,九層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6800,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區五義街１４１號６樓之７,六層,華廈(10層含以下有電梯),住家用,1,0,1,有,6000,,社會住宅包租代管案件租金市價打9折。此租約訂定金額不含管理費，費用為承租人另行支付。,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
北屯區,臺中市北屯區北屯路３８６號１１樓之３,十一層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,38000,坡道平面,租金總額含管理費；租賃期間有約定不同租金第一年每月租金3.8萬，第二年115年10月1日起調整每月租金4萬元整。；,整棟(戶)出租,有,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣
北區,臺中市北區中清路一段８０號八樓之３,八層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,8000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
北屯區,臺中市北屯區崇德路一段５６６之１號,二層,公寓(5樓含以下無電梯),住家用,3,2,1,有,16200,,,整棟(戶)出租,無,無,熱水器、瓦斯或天然氣
北屯區,臺中市北屯區河北路二段１０９號６樓之２,六層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,10000,,續租案件；,獨立套房,有,有,冷氣、熱水器、瓦斯或天然氣
北區,臺中市北區漢口路四段３７３號１１樓之１６,十一層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,10000,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
南屯區,臺中市南屯區大墩十七街１０１號一樓、二樓,全,透天厝,店房、住房、人行道、避難室,1,2,2,無,45000,,,,無,無,瓦斯或天然氣
南屯區,臺中市南屯區春安三街２２２號,見其他登記事項,店面(店鋪),人行道、店舖、集合住宅,2,2,2,無,28000,,,,有,有,瓦斯或天然氣
南屯區,臺中市南屯區保安七街３２號５F-２,五層,華廈(10層含以下有電梯),集合住宅,6,6,6,有,13000,,多人共同承租2；租金總額含管理費；水費；網路費；其他清潔費；續租案件；,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南屯區,臺中市南屯區保安七街３２號６F-２,六層,華廈(10層含以下有電梯),集合住宅,6,6,6,有,13000,,多人共同承租2；租金總額含管理費；水費；網路費；其他清潔費；續租案件；,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
南屯區,臺中市南屯區保安七街３２號２F-１,二層,華廈(10層含以下有電梯),集合住宅,6,6,6,有,10500,,租金總額含管理費；水費；網路費；其他清潔費；續租案件；,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區上安路３９巷１１號三樓,三層,公寓(5樓含以下無電梯),住家用,3,2,2,有,24000,,多人共同承租3；續租案件；,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區保安七街３２號３F-２,三層,華廈(10層含以下有電梯),集合住宅,6,6,6,有,10500,,租金總額含管理費；水費；網路費；其他清潔費；續租案件；,分租套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
